        generated_by     ICGEM (hosted at GFZ-Potsdam)
     generating_date     2023/11/01
----------------------------------------------------------------------
           modelname     GGM05C
     max_used_degree           360
----------------------------------------------------------------------
         tide_system     zero_tide
    zero_degree_term     included
----------------------------------------------------------------------
          refsysname     WGS84
   max_degree_refpot             8
            gmrefpot      3.98600441800E+14[m**3/s**2]
        radiusrefpot     6378137.000 m
          flatrefpot      3.352810664747480E-03   (1/298.25722356300)
         omegarefpot      7.29211500000E-05 1/s
----------------------------------------------------------------------
    number_of_points         10000
      latlimit_north       33.133060000000    
      latlimit_south       30.027194000000    
      longlimit_west      -98.969056000000    
      longlimit_east      -98.456480000000    
----------------------------------------------------------------------
description of columns -----------------------------------------------
 1 identifier (from input)
 2 longitude  (from input)    [degree]
 3 latitude   (from input)    [degree]
 4 h_over_ell (from input)     [meter]
 -------------------------------------
 5 height_anomaly              [meter]  T(h)/normal_gravity(h)            
 6 gravity_anomaly              [mGal]  gravity(h) - gamma(h-h_anomaly)   
----------------------------------------------------------------------

end_of_head ================================================================
1            -98.53200800   30.93142900  0.000000E+00 -2.477700879561E+01  1.650986456081E+01
2            -98.53197300   30.93255300  0.000000E+00 -2.478003515951E+01  1.646854036395E+01
3            -98.53193700   30.93367800  0.000000E+00 -2.478306623764E+01  1.642728986866E+01
4            -98.53190000   30.93480200  0.000000E+00 -2.478609681556E+01  1.638618330961E+01
5            -98.53186300   30.93592700  0.000000E+00 -2.478912919707E+01  1.634519614377E+01
6            -98.53182500   30.93705100  0.000000E+00 -2.479216106042E+01  1.630435226740E+01
7            -98.53178600   30.93817600  0.000000E+00 -2.479519759469E+01  1.626358190538E+01
8            -98.53174800   30.93930000  0.000000E+00 -2.479822782192E+01  1.622304568425E+01
9            -98.53171100   30.94042500  0.000000E+00 -2.480125693464E+01  1.618267434509E+01
10           -98.53167500   30.94154900  0.000000E+00 -2.480427973344E+01  1.614253641744E+01
11           -98.53164000   30.94267400  0.000000E+00 -2.480730140834E+01  1.610256317370E+01
12           -98.53160400   30.94379900  0.000000E+00 -2.481032511962E+01  1.606269719350E+01
13           -98.53156900   30.94492300  0.000000E+00 -2.481334250370E+01  1.602306349682E+01
14           -98.53153300   30.94604800  0.000000E+00 -2.481636450405E+01  1.598350267979E+01
15           -98.53149600   30.94717200  0.000000E+00 -2.481938592303E+01  1.594408190506E+01
16           -98.53145800   30.94829700  0.000000E+00 -2.482241193798E+01  1.590473379096E+01
17           -98.53142000   30.94942100  0.000000E+00 -2.482543447879E+01  1.586557067537E+01
18           -98.53138300   30.95054600  0.000000E+00 -2.482845584844E+01  1.582657141874E+01
19           -98.53134600   30.95167000  0.000000E+00 -2.483147373545E+01  1.578775633888E+01
20           -98.53131000   30.95279500  0.000000E+00 -2.483449044205E+01  1.574910481672E+01
21           -98.53127400   30.95391900  0.000000E+00 -2.483750365803E+01  1.571063662897E+01
22           -98.53123800   30.95504400  0.000000E+00 -2.484051855542E+01  1.567228596180E+01
23           -98.53120200   30.95616800  0.000000E+00 -2.484352995270E+01  1.563411777035E+01
24           -98.53116500   30.95729200  0.000000E+00 -2.484654330146E+01  1.559605335348E+01
25           -98.53112700   30.95841600  0.000000E+00 -2.484955859344E+01  1.555809241296E+01
26           -98.53108900   30.95954100  0.000000E+00 -2.485257553846E+01  1.552024831000E+01
27           -98.53105000   30.96066500  0.000000E+00 -2.485559182723E+01  1.548253922135E+01
28           -98.53101100   30.96179000  0.000000E+00 -2.485860975553E+01  1.544494659402E+01
29           -98.53097100   30.96291400  0.000000E+00 -2.486162701544E+01  1.540748807241E+01
30           -98.53093200   30.96403900  0.000000E+00 -2.486464303941E+01  1.537019129376E+01
31           -98.53089200   30.96516300  0.000000E+00 -2.486765838539E+01  1.533302768451E+01
32           -98.53085300   30.96628700  0.000000E+00 -2.487066990727E+01  1.529605662487E+01
33           -98.53081400   30.96741100  0.000000E+00 -2.487368046316E+01  1.525923207844E+01
34           -98.53077500   30.96853500  0.000000E+00 -2.487669004887E+01  1.522255368567E+01
35           -98.53073700   30.96965900  0.000000E+00 -2.487969580309E+01  1.518606674935E+01
36           -98.53070000   30.97078300  0.000000E+00 -2.488269772498E+01  1.514977089005E+01
37           -98.53066300   30.97190600  0.000000E+00 -2.488569609354E+01  1.511365065898E+01
38           -98.53062700   30.97303000  0.000000E+00 -2.488869320269E+01  1.507769001172E+01
39           -98.53058900   30.97415300  0.000000E+00 -2.489169246115E+01  1.504181266014E+01
40           -98.53055100   30.97527500  0.000000E+00 -2.489468815762E+01  1.500610914906E+01
41           -98.53051200   30.97639800  0.000000E+00 -2.489768828644E+01  1.497047288996E+01
42           -98.53047200   30.97752100  0.000000E+00 -2.490069026742E+01  1.493493383400E+01
43           -98.53043200   30.97864300  0.000000E+00 -2.490368867498E+01  1.489956705569E+01
44           -98.53039100   30.97976600  0.000000E+00 -2.490669149554E+01  1.486426672610E+01
45           -98.53035100   30.98088800  0.000000E+00 -2.490968788947E+01  1.482918323763E+01
46           -98.53031000   30.98201000  0.000000E+00 -2.491268611901E+01  1.479419507948E+01
47           -98.53027100   30.98313200  0.000000E+00 -2.491567764409E+01  1.475943870943E+01
48           -98.53023200   30.98425500  0.000000E+00 -2.491867072178E+01  1.472479323468E+01
49           -98.53019400   30.98537700  0.000000E+00 -2.492165737402E+01  1.469036237278E+01
50           -98.53015700   30.98649900  0.000000E+00 -2.492464016850E+01  1.465611634419E+01
51           -98.53012000   30.98762200  0.000000E+00 -2.492762451004E+01  1.462198025735E+01
52           -98.53008300   30.98874400  0.000000E+00 -2.493060526870E+01  1.458801145464E+01
53           -98.53004600   30.98986700  0.000000E+00 -2.493358756841E+01  1.455415194069E+01
54           -98.53000900   30.99099000  0.000000E+00 -2.493656884374E+01  1.452043009333E+01
55           -98.52997000   30.99211200  0.000000E+00 -2.493955220524E+01  1.448678261511E+01
56           -98.52993100   30.99323500  0.000000E+00 -2.494253709519E+01  1.445324342910E+01
57           -98.52989100   30.99435700  0.000000E+00 -2.494552122698E+01  1.441982305099E+01
58           -98.52985100   30.99548000  0.000000E+00 -2.494850688002E+01  1.438651027392E+01
59           -98.52981100   30.99660200  0.000000E+00 -2.495148893740E+01  1.435336070426E+01
60           -98.52977100   30.99772400  0.000000E+00 -2.495446995587E+01  1.432034575828E+01
61           -98.52973100   30.99884500  0.000000E+00 -2.495744737953E+01  1.428749257197E+01
62           -98.52969100   30.99996700  0.000000E+00 -2.496042631730E+01  1.425474529508E+01
63           -98.52965300   31.00108800  0.000000E+00 -2.496339600468E+01  1.422224966969E+01
64           -98.52961400   31.00220900  0.000000E+00 -2.496636748116E+01  1.418984089714E+01
65           -98.52957700   31.00332900  0.000000E+00 -2.496932971549E+01  1.415768227790E+01
66           -98.52953900   31.00444900  0.000000E+00 -2.497229373900E+01  1.412560927250E+01
67           -98.52950200   31.00556900  0.000000E+00 -2.497525390144E+01  1.409371245931E+01
68           -98.52946500   31.00668900  0.000000E+00 -2.497821302755E+01  1.406194578077E+01
69           -98.52942600   31.00780800  0.000000E+00 -2.498117421113E+01  1.403024435831E+01
70           -98.52938800   31.00892700  0.000000E+00 -2.498413153501E+01  1.399871734638E+01
71           -98.52934900   31.01004600  0.000000E+00 -2.498709063954E+01  1.396727317928E+01
72           -98.52930900   31.01116400  0.000000E+00 -2.499004897633E+01  1.393593768988E+01
73           -98.52926900   31.01228300  0.000000E+00 -2.499300881596E+01  1.390470307019E+01
74           -98.52922800   31.01340100  0.000000E+00 -2.499596788495E+01  1.387357586324E+01
75           -98.52918700   31.01451800  0.000000E+00 -2.499892336842E+01  1.384260070445E+01
76           -98.52914600   31.01563600  0.000000E+00 -2.500188035164E+01  1.381172493442E+01
77           -98.52910500   31.01675300  0.000000E+00 -2.500483375140E+01  1.378099991118E+01
78           -98.52906400   31.01787000  0.000000E+00 -2.500778611011E+01  1.375039908584E+01
79           -98.52902300   31.01898600  0.000000E+00 -2.501073488954E+01  1.371994747146E+01
80           -98.52898300   31.02010200  0.000000E+00 -2.501367982188E+01  1.368966420294E+01
81           -98.52894400   31.02121700  0.000000E+00 -2.501661837426E+01  1.365957405106E+01
82           -98.52890500   31.02233200  0.000000E+00 -2.501955589562E+01  1.362960543041E+01
83           -98.52886600   31.02344700  0.000000E+00 -2.502249238666E+01  1.359975778197E+01
84           -98.52882700   31.02456100  0.000000E+00 -2.502542531402E+01  1.357005556475E+01
85           -98.52878900   31.02567500  0.000000E+00 -2.502835441159E+01  1.354051841300E+01
86           -98.52874900   31.02678900  0.000000E+00 -2.503128808899E+01  1.351100946092E+01
87           -98.52871000   31.02790300  0.000000E+00 -2.503421793859E+01  1.348166444046E+01
88           -98.52866900   31.02901600  0.000000E+00 -2.503714983260E+01  1.345237111234E+01
89           -98.52862800   31.03013000  0.000000E+00 -2.504008323086E+01  1.342317046316E+01
90           -98.52858600   31.03124300  0.000000E+00 -2.504301587135E+01  1.339406559850E+01
91           -98.52854400   31.03235600  0.000000E+00 -2.504594748657E+01  1.336507675997E+01
92           -98.52850200   31.03346900  0.000000E+00 -2.504887807792E+01  1.333620336403E+01
93           -98.52846100   31.03458200  0.000000E+00 -2.505180485322E+01  1.330749020632E+01
94           -98.52842100   31.03569500  0.000000E+00 -2.505472781752E+01  1.327893667735E+01
95           -98.52838100   31.03680800  0.000000E+00 -2.505764976725E+01  1.325049679952E+01
96           -98.52834300   31.03792100  0.000000E+00 -2.506056512395E+01  1.322226069327E+01
97           -98.52830500   31.03903300  0.000000E+00 -2.506347695152E+01  1.319416068650E+01
98           -98.52826800   31.04014600  0.000000E+00 -2.506638751060E+01  1.316619408200E+01
99           -98.52823100   31.04125900  0.000000E+00 -2.506929706958E+01  1.313833869041E+01
100          -98.52819400   31.04237200  0.000000E+00 -2.507220563048E+01  1.311059390599E+01
101          -98.52815600   31.04348500  0.000000E+00 -2.507511597950E+01  1.308291380688E+01
102          -98.52811800   31.04459800  0.000000E+00 -2.507802533228E+01  1.305534311413E+01
103          -98.52807900   31.04571100  0.000000E+00 -2.508093647274E+01  1.302783591743E+01
